,root,triad,bass,fingering
352,G#,maj,none,"[(4, 4), (1, 1), (1, 1), (1, 1), (-1, -1), (-1, -1)]"
353,G#,maj,none,"[(4, 1), (4, 1), (5, 2), (6, 4), (6, 3), (4, 1)]"
354,G#,maj,none,"[(8, 1), (9, 2), (8, 1), (10, 3), (11, 4), (-1, -1)]"
355,G#,maj,none,"[(-1, -1), (1, 1), (1, 1), (1, 1), (-1, -1), (4, 4)]"
356,G#,maj,none,"[(-1, -1), (1, 1), (1, 1), (1, 1), (3, 3), (-1, -1)]"
357,G#,maj,none,"[(-1, -1), (4, 2), (5, 3), (6, 4), (3, 1), (-1, -1)]"
358,G#,maj,none,"[(-1, -1), (1, 4), (1, 4), (1, 4), (11, 1), (-1, -1)]"
359,G#,maj,none,"[(-1, -1), (9, 2), (8, 1), (10, 3), (-1, -1), (8, 1)]"
360,G#,maj,none,"[(4, 1), (4, 1), (5, 2), (6, 3), (-1, -1), (-1, -1)]"
361,G#,maj,none,"[(11, 1), (1, 4), (1, 3), (-1, -1), (-1, -1), (-1, -1)]"
362,G#,maj,none,"[(-1, -1), (1, 1), (1, 1), (1, 1), (-1, -1), (-1, -1)]"
363,G#,maj,none,"[(-1, -1), (-1, -1), (5, 2), (6, 4), (6, 3), (4, 1)]"
364,G#,maj,none,"[(-1, -1), (-1, -1), (8, 1), (10, 3), (11, 4), (-1, -1)]"
365,G#,maj,none,"[(-1, -1), (4, 1), (5, 2), (6, 4), (6, 3), (-1, -1)]"
366,G#,maj,none,"[(4, 1), (4, 1), (5, 2), (-1, -1), (-1, -1), (4, 1)]"
367,G#,maj,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (3, 1), (4, 2)]"
368,G#,maj,none,"[(4, 1), (4, 1), (5, 2), (6, 4), (6, 3), (-1, -1)]"
369,G#,maj,none,"[(-1, -1), (-1, -1), (8, 4), (6, 1), (-1, -1), (8, 3)]"
370,G#,maj,none,"[(11, 1), (1, 4), (1, 3), (1, 2), (11, 1), (-1, -1)]"
371,G#,11,none,"[(2, 1), (2, 1), (3, 2), (4, 4), (-1, -1), (4, 3)]"
372,G#,11,none,"[(6, 1), (7, 2), (6, 1), (6, 1), (-1, -1), (-1, -1)]"
373,G#,11,none,"[(11, 1), (11, 1), (11, 1), (11, 1), (11, 1), (-1, -1)]"
374,G#,maj9,none,"[(-1, -1), (4, 3), (3, 1), (5, 4), (3, 1), (4, 2)]"
375,G#,maj9,none,"[(3, 1), (4, 2), (3, 1), (6, 4), (-1, -1), (-1, -1)]"
376,G#,maj9,none,"[(-1, -1), (11, 3), (0, 4), (10, 1), (11, 2), (-1, -1)]"
377,G#,7b5,none,"[(4, 3), (4, 1), (5, 4), (4, 2), (-1, -1), (-1, -1)]"
378,G#,7b5,none,"[(-1, -1), (-1, -1), (5, 4), (4, 2), (6, 3), (4, 1)]"
379,G#,7b5,none,"[(8, 4), (7, 3), (8, 2), (6, 1), (-1, -1), (-1, -1)]"
380,G#,6,none,"[(1, 1), (1, 1), (1, 1), (1, 1), (-1, -1), (-1, -1)]"
381,G#,6,none,"[(4, 1), (6, 4), (5, 2), (6, 3), (-1, -1), (4, 1)]"
382,G#,6,none,"[(-1, -1), (9, 1), (10, 3), (10, 2), (11, 4), (-1, -1)]"
383,G#,6,none,"[(4, 1), (6, 4), (5, 2), (6, 3), (-1, -1), (-1, -1)]"
384,G#,6,none,"[(-1, -1), (-1, -1), (5, 4), (3, 1), (-1, -1), (4, 2)]"
385,G#,6,none,"[(-1, -1), (6, 4), (5, 3), (-1, -1), (-1, -1), (4, 1)]"
386,G#,6,none,"[(8, 4), (6, 1), (8, 3), (6, 1), (-1, -1), (-1, -1)]"
387,G#,7(#5),none,"[(4, 1), (5, 3), (5, 2), (4, 1), (-1, -1), (4, 1)]"
388,G#,7(#5),none,"[(-1, -1), (9, 1), (9, 1), (10, 2), (9, 1), (-1, -1)]"
389,G#,7(#5),none,"[(0, 2), (1, 3), (11, 1), (2, 4), (11, 1), (-1, -1)]"
390,G#,7(#5),none,"[(-1, -1), (5, 4), (5, 3), (4, 2), (-1, -1), (4, 1)]"
391,G#,7(#5),none,"[(4, 1), (5, 3), (5, 2), (4, 1), (-1, -1), (-1, -1)]"
392,G#,7sus4,none,"[(2, 3), (2, 2), (1, 1), (1, 1), (-1, -1), (-1, -1)]"
393,G#,7sus4,none,"[(4, 1), (4, 1), (6, 4), (4, 1), (6, 3), (4, 1)]"
394,G#,7sus4,none,"[(9, 4), (7, 2), (8, 3), (6, 1), (-1, -1), (-1, -1)]"
395,G#,7sus4,none,"[(-1, -1), (7, 2), (8, 3), (6, 1), (-1, -1), (9, 4)]"
396,G#,maj7,none,"[(3, 1), (4, 2), (5, 3), (6, 4), (-1, -1), (-1, -1)]"
397,G#,maj7,none,"[(-1, -1), (4, 1), (5, 3), (5, 2), (6, 4), (4, 1)]"
398,G#,maj7,none,"[(8, 1), (8, 1), (8, 1), (10, 3), (11, 4), (-1, -1)]"
399,G#,maj7,none,"[(-1, -1), (-1, -1), (0, 0), (5, 4), (3, 1), (4, 2)]"
400,G#,maj7,none,"[(-1, -1), (4, 2), (5, 4), (5, 3), (-1, -1), (4, 1)]"
401,G#,maj7,none,"[(3, 4), (1, 2), (-1, -1), (-1, -1), (11, 1), (-1, -1)]"
402,G#,maj7,none,"[(8, 1), (8, 1), (8, 1), (-1, -1), (-1, -1), (-1, -1)]"
403,G#,maj7,none,"[(3, 1), (4, 2), (5, 3), (-1, -1), (-1, -1), (-1, -1)]"
404,G#,maj7,none,"[(11, 1), (1, 4), (0, 2), (-1, -1), (-1, -1), (-1, -1)]"
405,G#,maj7,none,"[(-1, -1), (9, 1), (0, 0), (10, 2), (11, 3), (-1, -1)]"
406,G#,maj7,none,"[(-1, -1), (-1, -1), (5, 3), (5, 2), (-1, -1), (4, 1)]"
407,G#,maj7,none,"[(11, 4), (9, 1), (0, 0), (-1, -1), (10, 2), (-1, -1)]"
408,G#,maj7,none,"[(3, 1), (4, 2), (5, 4), (5, 3), (-1, -1), (4, 2)]"
409,G#,maj7,none,"[(8, 3), (8, 3), (8, 3), (6, 1), (-1, -1), (-1, -1)]"
410,G#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (6, 3), (4, 1)]"
411,G#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (6, 4), (6, 3), (4, 1)]"
412,G#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (6, 1), (6, 1), (-1, -1)]"
413,G#,5,none,"[(-1, -1), (-1, -1), (1, 4), (1, 3), (11, 1), (-1, -1)]"
414,G#,7(#11),none,"[(-1, -1), (3, 1), (5, 4), (4, 3), (-1, -1), (4, 2)]"
415,G#,7(#11),none,"[(-1, -1), (-1, -1), (7, 4), (4, 1), (-1, -1), (4, 1)]"
416,G#,7(b9),none,"[(-1, -1), (-1, -1), (3, 1), (4, 4), (3, 2), (4, 3)]"
417,G#,7(b9),none,"[(6, 3), (4, 1), (5, 2), (4, 1), (-1, -1), (4, 1)]"
418,G#,7(b9),none,"[(-1, -1), (11, 1), (11, 3), (10, 1), (11, 2), (-1, -1)]"
419,G#,sus4,none,"[(4, 4), (2, 2), (1, 1), (1, 1), (-1, -1), (-1, -1)]"
420,G#,sus4,none,"[(4, 1), (4, 1), (6, 4), (6, 3), (4, 1), (4, 1)]"
421,G#,sus4,none,"[(9, 4), (9, 3), (8, 2), (6, 1), (-1, -1), (-1, -1)]"
422,G#,sus4,none,"[(-1, -1), (-1, -1), (6, 3), (6, 3), (-1, -1), (4, 1)]"
423,G#,6/9,none,"[(4, 4), (4, 3), (3, 1), (3, 1), (3, 1), (4, 2)]"
424,G#,6/9,none,"[(6, 4), (6, 3), (5, 1), (6, 2), (-1, -1), (-1, -1)]"
425,G#,6/9,none,"[(11, 4), (11, 3), (10, 1), (10, 1), (11, 2), (-1, -1)]"
426,A#,13,none,"[(3, 4), (1, 3), (1, 2), (0, 0), (1, 1), (-1, -1)]"
427,A#,13,none,"[(3, 1), (3, 1), (5, 2), (6, 3), (-1, -1), (6, 4)]"
428,A#,13,none,"[(8, 4), (8, 3), (7, 2), (6, 1), (-1, -1), (6, 1)]"
429,A#,13,none,"[(-1, -1), (8, 4), (7, 3), (6, 2), (-1, -1), (6, 1)]"
430,A#,13,none,"[(8, 4), (8, 4), (5, 1), (6, 2), (5, 1), (-1, -1)]"
431,A#,13,none,"[(10, 1), (11, 2), (10, 1), (10, 1), (10, 1), (-1, -1)]"
432,A#,13,none,"[(6, 1), (8, 3), (7, 2), (6, 1), (-1, -1), (-1, -1)]"
433,A#,13,none,"[(6, 1), (8, 3), (7, 2), (6, 1), (-1, -1), (6, 1)]"
434,A#,6(#11),none,"[(0, 0), (3, 4), (0, 0), (3, 3), (1, 1), (-1, -1)]"
435,A#,7(#9),none,"[(1, 3), (2, 4), (1, 2), (0, 0), (1, 1), (-1, -1)]"
436,A#,7(#9),none,"[(-1, -1), (6, 3), (6, 3), (6, 3), (5, 1), (6, 2)]"
437,A#,7(#9),none,"[(9, 4), (6, 1), (7, 2), (6, 1), (8, 3), (6, 1)]"
438,A#,9,none,"[(-1, -1), (1, 4), (1, 3), (0, 0), (1, 2), (-1, -1)]"
439,A#,9,none,"[(-1, -1), (6, 4), (5, 2), (6, 3), (5, 1), (-1, -1)]"
440,A#,9,none,"[(8, 4), (6, 1), (7, 2), (6, 1), (-1, -1), (6, 1)]"
441,A#,9,none,"[(1, 3), (1, 3), (1, 3), (0, 1), (1, 2), (-1, -1)]"
442,A#,9,none,"[(8, 4), (6, 1), (7, 2), (6, 1), (-1, -1), (-1, -1)]"
443,A#,9,none,"[(1, 3), (1, 3), (1, 3), (0, 1), (-1, -1), (-1, -1)]"
444,A#,9,none,"[(6, 4), (6, 4), (5, 2), (6, 3), (5, 1), (-1, -1)]"
445,A#,9,none,"[(6, 4), (3, 1), (5, 2), (6, 3), (-1, -1), (-1, -1)]"
446,A#,9,none,"[(-1, -1), (1, 4), (1, 3), (0, 1), (1, 2), (-1, -1)]"
447,A#,9,none,"[(-1, -1), (-1, -1), (5, 1), (6, 3), (5, 1), (6, 2)]"
448,A#,9,none,"[(-1, -1), (-1, -1), (5, 2), (6, 3), (5, 1), (-1, -1)]"
449,A#,9,none,"[(-1, -1), (6, 3), (5, 1), (6, 2), (-1, -1), (-1, -1)]"
450,A#,9,none,"[(1, 1), (1, 1), (1, 1), (0, 0), (-1, -1), (-1, -1)]"
451,A#,9,none,"[(1, 3), (1, 3), (1, 3), (0, 0), (1, 2), (-1, -1)]"
452,A#,maj13,none,"[(5, 1), (6, 3), (5, 1), (5, 1), (5, 1), (6, 2)]"
453,A#,maj13,none,"[(3, 1), (3, 1), (5, 2), (7, 4), (-1, -1), (6, 3)]"
454,A#,7,none,"[(1, 1), (3, 4), (1, 1), (3, 3), (1, 1), (-1, -1)]"
455,A#,7,none,"[(6, 1), (9, 4), (7, 2), (6, 1), (8, 3), (6, 1)]"
456,A#,7,none,"[(10, 4), (9, 2), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
457,A#,7,none,"[(6, 1), (6, 1), (7, 2), (6, 1), (8, 3), (6, 1)]"
458,A#,7,none,"[(-1, -1), (6, 2), (7, 3), (6, 1), (-1, -1), (-1, -1)]"
459,A#,7,none,"[(4, 3), (3, 1), (3, 1), (3, 1), (-1, -1), (-1, -1)]"
460,A#,7,none,"[(-1, -1), (-1, -1), (7, 3), (6, 2), (-1, -1), (6, 1)]"
461,A#,7,none,"[(-1, -1), (-1, -1), (1, 3), (0, 0), (1, 2), (-1, -1)]"
462,A#,7,none,"[(4, 1), (6, 2), (7, 3), (-1, -1), (-1, -1), (-1, -1)]"
463,A#,7,none,"[(-1, -1), (9, 4), (7, 1), (-1, -1), (-1, -1), (-1, -1)]"
464,A#,7,none,"[(10, 3), (9, 1), (10, 2), (-1, -1), (-1, -1), (-1, -1)]"
465,A#,7,none,"[(-1, -1), (6, 3), (7, 4), (6, 2), (-1, -1), (6, 1)]"
466,A#,7,none,"[(6, 1), (6, 1), (7, 2), (6, 1), (-1, -1), (-1, -1)]"
467,A#,7,none,"[(-1, -1), (-1, -1), (1, 3), (0, 1), (1, 2), (-1, -1)]"
468,A#,7,none,"[(4, 2), (3, 1), (3, 1), (-1, -1), (-1, -1), (-1, -1)]"
469,A#,7,none,"[(6, 1), (9, 4), (7, 2), (-1, -1), (-1, -1), (-1, -1)]"
470,A#,aug,none,"[(-1, -1), (3, 1), (3, 1), (4, 2), (5, 3), (-1, -1)]"
471,A#,aug,none,"[(-1, -1), (-1, -1), (3, 1), (4, 2), (5, 3), (6, 4)]"
472,A#,aug,none,"[(10, 1), (11, 3), (11, 2), (0, 4), (-1, -1), (-1, -1)]"
473,A#,maj,none,"[(-1, -1), (3, 3), (3, 3), (3, 3), (1, 1), (-1, -1)]"
474,A#,maj,none,"[(6, 1), (6, 1), (7, 2), (8, 4), (8, 3), (6, 1)]"
475,A#,maj,none,"[(10, 1), (11, 2), (10, 1), (0, 3), (1, 4), (-1, -1)]"
476,A#,maj,none,"[(-1, -1), (3, 1), (3, 1), (3, 1), (5, 3), (6, 4)]"
477,A#,maj,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (5, 1), (6, 2)]"
478,A#,maj,none,"[(6, 4), (3, 1), (-1, -1), (-1, -1), (-1, -1), (-1, -1)]"
479,A#,maj,none,"[(6, 1), (6, 1), (-1, -1), (-1, -1), (-1, -1), (-1, -1)]"
480,A#,maj,none,"[(-1, -1), (-1, -1), (-1, -1), (8, 4), (5, 1), (-1, -1)]"
481,A#,maj,none,"[(1, 1), (3, 3), (3, 3), (3, 3), (1, 1), (-1, -1)]"
482,A#,maj,none,"[(1, 1), (3, 4), (3, 3), (0, 0), (-1, -1), (-1, -1)]"
483,A#,maj,none,"[(6, 1), (6, 1), (7, 2), (8, 3), (-1, -1), (-1, -1)]"
484,A#,maj,none,"[(6, 1), (6, 1), (7, 2), (-1, -1), (8, 3), (-1, -1)]"
485,A#,maj,none,"[(6, 1), (6, 1), (7, 2), (8, 4), (8, 3), (-1, -1)]"
486,A#,maj,none,"[(-1, -1), (3, 1), (3, 1), (3, 1), (-1, -1), (-1, -1)]"
487,A#,maj,none,"[(-1, -1), (3, 1), (3, 1), (3, 1), (5, 3), (-1, -1)]"
488,A#,maj,none,"[(6, 4), (3, 1), (3, 1), (3, 1), (-1, -1), (-1, -1)]"
489,A#,maj,none,"[(-1, -1), (-1, -1), (7, 1), (8, 2), (-1, -1), (-1, -1)]"
490,A#,11,none,"[(1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (-1, -1)]"
491,A#,11,none,"[(4, 1), (4, 1), (5, 2), (6, 4), (-1, -1), (6, 3)]"
492,A#,11,none,"[(8, 1), (9, 2), (8, 1), (8, 1), (-1, -1), (-1, -1)]"
493,A#,maj9,none,"[(1, 3), (1, 2), (2, 4), (0, 0), (1, 1), (-1, -1)]"
494,A#,maj9,none,"[(-1, -1), (-1, -1), (5, 1), (7, 4), (5, 1), (6, 2)]"
495,A#,maj9,none,"[(5, 1), (6, 2), (5, 1), (8, 4), (-1, -1), (-1, -1)]"
496,A#,maj9,none,"[(5, 1), (6, 2), (5, 1), (8, 4), (5, 1), (-1, -1)]"
497,A#,maj9,none,"[(8, 1), (10, 4), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
498,A#,maj9,none,"[(-1, -1), (1, 1), (2, 2), (3, 3), (1, 1), (-1, -1)]"
499,A#,sus2,none,"[(1, 1), (1, 1), (3, 4), (3, 3), (1, 1), (-1, -1)]"
500,A#,m11,none,"[(-1, -1), (4, 1), (6, 3), (6, 2), (-1, -1), (-1, -1)]"
501,A#,m11,none,"[(1, 1), (2, 2), (1, 1), (1, 1), (1, 1), (-1, -1)]"
502,A#,m11,none,"[(-1, -1), (2, 2), (1, 1), (1, 1), (1, 1), (-1, -1)]"
503,A#,m11,none,"[(-1, -1), (4, 1), (6, 4), (6, 3), (-1, -1), (6, 2)]"
504,A#,m,none,"[(1, 1), (2, 2), (3, 4), (3, 3), (1, 1), (-1, -1)]"
505,A#,m,none,"[(6, 1), (6, 1), (6, 1), (8, 4), (8, 3), (6, 1)]"
506,A#,m,none,"[(9, 2), (11, 4), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
507,A#,m,none,"[(1, 1), (2, 2), (3, 4), (3, 3), (-1, -1), (-1, -1)]"
508,A#,m,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (4, 1), (6, 3)]"
509,A#,m,none,"[(1, 1), (2, 2), (3, 3), (-1, -1), (-1, -1), (-1, -1)]"
510,A#,m,none,"[(6, 1), (6, 1), (6, 1), (-1, -1), (-1, -1), (-1, -1)]"
511,A#,m,none,"[(-1, -1), (-1, -1), (6, 1), (8, 4), (8, 3), (-1, -1)]"
512,A#,9(#11),none,"[(-1, -1), (5, 1), (5, 1), (6, 2), (5, 1), (-1, -1)]"
513,A#,9(#11),none,"[(-1, -1), (5, 1), (7, 4), (6, 3), (-1, -1), (6, 2)]"
514,A#,9(#11),none,"[(1, 1), (1, 1), (1, 1), (0, 0), (-1, -1), (0, 0)]"
515,A#,m7,none,"[(1, 1), (2, 2), (1, 1), (3, 3), (1, 1), (-1, -1)]"
516,A#,m7,none,"[(6, 1), (9, 4), (6, 1), (6, 1), (8, 3), (6, 1)]"
517,A#,m7,none,"[(9, 3), (9, 2), (10, 4), (8, 1), (-1, -1), (-1, -1)]"
518,A#,m7,none,"[(-1, -1), (6, 3), (6, 3), (6, 3), (-1, -1), (6, 2)]"
519,A#,m7,none,"[(6, 1), (6, 1), (6, 1), (6, 1), (8, 3), (6, 1)]"
520,A#,m7,none,"[(9, 1), (9, 1), (10, 2), (-1, -1), (-1, -1), (-1, -1)]"
521,A#,m7,none,"[(6, 3), (6, 3), (6, 3), (6, 3), (-1, -1), (6, 2)]"
522,A#,m7,none,"[(-1, -1), (-1, -1), (6, 3), (6, 3), (-1, -1), (6, 2)]"
523,A#,m7,none,"[(4, 4), (2, 1), (3, 3), (3, 2), (-1, -1), (-1, -1)]"
524,A#,m7,none,"[(-1, -1), (9, 4), (6, 1), (6, 1), (-1, -1), (6, 1)]"
525,A#,m(maj7),none,"[(-1, -1), (2, 3), (2, 2), (3, 4), (1, 1), (-1, -1)]"
526,A#,m(maj7),none,"[(6, 1), (6, 1), (6, 1), (7, 2), (-1, -1), (-1, -1)]"
527,A#,m(maj7),none,"[(-1, -1), (6, 3), (6, 2), (7, 4), (-1, -1), (6, 1)]"
528,A#,m(maj7),none,"[(6, 1), (6, 1), (6, 1), (7, 2), (8, 3), (6, 1)]"
529,A#,6,none,"[(3, 3), (3, 3), (3, 3), (3, 3), (1, 1), (-1, -1)]"
530,A#,6,none,"[(6, 1), (8, 4), (7, 2), (8, 3), (-1, -1), (6, 1)]"
531,A#,6,none,"[(10, 4), (8, 1), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
532,A#,6,none,"[(-1, -1), (-1, -1), (0, 0), (5, 2), (5, 1), (6, 3)]"
533,A#,6,none,"[(3, 4), (3, 3), (0, 0), (-1, -1), (1, 1), (-1, -1)]"
534,A#,6,none,"[(-1, -1), (3, 4), (0, 0), (-1, -1), (1, 1), (-1, -1)]"
535,A#,6,none,"[(-1, -1), (6, 3), (7, 4), (5, 1), (-1, -1), (6, 2)]"
536,A#,6,none,"[(3, 3), (3, 3), (3, 3), (3, 3), (-1, -1), (-1, -1)]"
537,A#,6,none,"[(-1, -1), (3, 4), (0, 0), (3, 3), (1, 1), (-1, -1)]"
538,A#,6,none,"[(6, 4), (6, 3), (0, 0), (0, 0), (5, 1), (6, 2)]"
539,A#,6,none,"[(-1, -1), (-1, -1), (7, 3), (5, 1), (-1, -1), (6, 2)]"
540,A#,6,none,"[(-1, -1), (8, 4), (7, 3), (5, 1), (-1, -1), (6, 2)]"
541,A#,6,none,"[(6, 1), (8, 4), (7, 2), (8, 3), (-1, -1), (-1, -1)]"
542,A#,6,none,"[(-1, -1), (6, 2), (0, 0), (-1, -1), (-1, -1), (6, 1)]"
543,A#,6,none,"[(-1, -1), (3, 4), (0, 1), (3, 3), (1, 2), (-1, -1)]"
544,A#,6,none,"[(3, 1), (3, 1), (3, 1), (3, 1), (-1, -1), (-1, -1)]"
545,A#,6,none,"[(10, 1), (11, 2), (10, 1), (0, 3), (10, 1), (-1, -1)]"
546,A#,6,none,"[(6, 3), (6, 2), (7, 4), (5, 1), (-1, -1), (-1, -1)]"
547,A#,6,none,"[(3, 4), (3, 3), (-1, -1), (-1, -1), (1, 1), (-1, -1)]"
548,A#,6,none,"[(-1, -1), (-1, -1), (0, 0), (3, 3), (1, 1), (-1, -1)]"
549,A#,6,none,"[(-1, -1), (8, 4), (0, 0), (0, 0), (-1, -1), (6, 1)]"
550,A#,6,none,"[(-1, -1), (3, 4), (0, 0), (0, 0), (1, 1), (-1, -1)]"
551,A#,7(#5),none,"[(2, 2), (3, 3), (1, 1), (4, 4), (1, 1), (-1, -1)]"
552,A#,7(#5),none,"[(6, 1), (7, 3), (7, 2), (6, 1), (-1, -1), (6, 1)]"
553,A#,7(#5),none,"[(-1, -1), (11, 1), (11, 1), (0, 2), (11, 1), (-1, -1)]"
554,A#,7(#5),none,"[(6, 1), (7, 3), (7, 2), (6, 1), (-1, -1), (-1, -1)]"
555,A#,7(#5),none,"[(-1, -1), (7, 4), (7, 3), (6, 2), (-1, -1), (6, 1)]"
556,A#,7sus4,none,"[(1, 1), (4, 4), (1, 1), (3, 3), (1, 1), (-1, -1)]"
557,A#,7sus4,none,"[(6, 1), (6, 1), (8, 4), (6, 1), (8, 3), (6, 1)]"
558,A#,7sus4,none,"[(11, 4), (9, 2), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
559,A#,7sus4,none,"[(-1, -1), (9, 2), (8, 1), (8, 1), (8, 1), (-1, -1)]"
560,A#,7sus4,none,"[(-1, -1), (-1, -1), (8, 4), (6, 2), (-1, -1), (6, 1)]"
561,A#,maj7,none,"[(1, 1), (3, 4), (2, 2), (3, 3), (1, 1), (-1, -1)]"
562,A#,maj7,none,"[(-1, -1), (6, 1), (7, 3), (7, 2), (8, 4), (6, 1)]"
563,A#,maj7,none,"[(10, 1), (10, 1), (10, 1), (0, 3), (1, 4), (-1, -1)]"
564,A#,maj7,none,"[(10, 3), (10, 3), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
565,A#,maj7,none,"[(-1, -1), (3, 4), (2, 2), (3, 3), (1, 1), (-1, -1)]"
566,A#,maj7,none,"[(-1, -1), (-1, -1), (7, 4), (7, 3), (-1, -1), (6, 1)]"
567,A#,maj7,none,"[(-1, -1), (6, 2), (7, 4), (7, 3), (-1, -1), (6, 1)]"
568,A#,maj7,none,"[(5, 1), (6, 2), (7, 3), (8, 4), (-1, -1), (-1, -1)]"
569,A#,maj7,none,"[(5, 4), (3, 1), (3, 1), (3, 1), (-1, -1), (-1, -1)]"
570,A#,maj7,none,"[(-1, -1), (6, 3), (3, 1), (7, 4), (5, 2), (-1, -1)]"
571,A#,maj7,none,"[(1, 1), (3, 4), (2, 2), (3, 3), (1, 1), (1, 1)]"
572,A#,maj7,none,"[(5, 1), (6, 2), (7, 4), (7, 3), (-1, -1), (6, 2)]"
573,A#,maj7,none,"[(-1, -1), (-1, -1), (2, 2), (3, 4), (1, 1), (-1, -1)]"
574,A#,maj7,none,"[(1, 1), (3, 4), (2, 2), (0, 0), (1, 1), (-1, -1)]"
575,A#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (3, 3), (1, 1), (-1, -1)]"
576,A#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (8, 3), (6, 1)]"
577,A#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (8, 4), (8, 3), (6, 1)]"
578,A#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (8, 1), (8, 1), (-1, -1)]"
579,A#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (3, 3), (1, 1), (1, 1)]"
580,A#,5,none,"[(-1, -1), (-1, -1), (3, 4), (3, 3), (1, 1), (-1, -1)]"
581,A#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (1, 1), (1, 1)]"
582,A#,5,none,"[(-1, -1), (6, 4), (3, 1), (-1, -1), (-1, -1), (-1, -1)]"
583,A#,5,none,"[(-1, -1), (-1, -1), (3, 1), (3, 1), (-1, -1), (-1, -1)]"
584,A#,5,none,"[(-1, -1), (11, 4), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
585,A#,5,none,"[(-1, -1), (-1, -1), (10, 4), (8, 1), (-1, -1), (-1, -1)]"
586,A#,m6,none,"[(3, 4), (2, 2), (0, 0), (3, 3), (1, 1), (-1, -1)]"
587,A#,m6,none,"[(6, 1), (8, 4), (6, 1), (8, 3), (-1, -1), (6, 1)]"
588,A#,m6,none,"[(9, 2), (8, 1), (10, 3), (8, 1), (-1, -1), (-1, -1)]"
589,A#,m6,none,"[(6, 3), (6, 3), (6, 3), (5, 1), (-1, -1), (6, 2)]"
590,A#,7(b9),none,"[(1, 3), (-1, -1), (1, 2), (0, 0), (1, 1), (-1, -1)]"
591,A#,m9,none,"[(-1, -1), (-1, -1), (5, 2), (6, 4), (4, 1), (6, 3)]"
592,A#,m9,none,"[(8, 4), (6, 1), (6, 1), (6, 1), (8, 3), (6, 1)]"
593,A#,m9,none,"[(-1, -1), (1, 4), (1, 3), (11, 1), (1, 2), (-1, -1)]"
594,A#,m9,none,"[(4, 3), (2, 1), (5, 4), (3, 2), (-1, -1), (-1, -1)]"
595,A#,m9,none,"[(8, 4), (6, 1), (6, 1), (6, 1), (-1, -1), (6, 1)]"
596,A#,sus4,none,"[(1, 1), (4, 4), (3, 3), (3, 2), (1, 1), (-1, -1)]"
597,A#,sus4,none,"[(6, 4), (4, 2), (3, 1), (3, 1), (-1, -1), (-1, -1)]"
598,A#,sus4,none,"[(6, 1), (6, 1), (8, 4), (8, 3), (6, 1), (6, 1)]"
599,A#,sus4,none,"[(-1, -1), (4, 4), (3, 3), (3, 3), (1, 1), (-1, -1)]"
600,A#,6/9,none,"[(1, 3), (1, 2), (0, 0), (0, 0), (1, 1), (-1, -1)]"
601,A#,6/9,none,"[(6, 4), (6, 3), (5, 1), (5, 1), (5, 1), (6, 2)]"
602,A#,6/9,none,"[(8, 4), (8, 3), (7, 1), (8, 2), (-1, -1), (-1, -1)]"
603,A#,6/9,none,"[(-1, -1), (6, 3), (5, 1), (5, 1), (-1, -1), (6, 2)]"
604,C#,maj13,none,"[(-1, -1), (11, 4), (10, 3), (10, 2), (-1, -1), (9, 1)]"
605,C#,aug,none,"[(-1, -1), (2, 1), (2, 1), (3, 2), (4, 3), (-1, -1)]"
606,C#,aug,none,"[(-1, -1), (-1, -1), (2, 1), (3, 2), (4, 3), (5, 4)]"
607,C#,aug,none,"[(9, 1), (10, 3), (10, 2), (11, 4), (-1, -1), (-1, -1)]"
608,C#,maj,none,"[(1, 1), (2, 2), (1, 1), (3, 3), (4, 4), (-1, -1)]"
609,C#,maj,none,"[(-1, -1), (6, 3), (6, 3), (6, 3), (4, 1), (-1, -1)]"
610,C#,maj,none,"[(9, 1), (9, 1), (10, 2), (11, 4), (11, 3), (9, 1)]"
611,C#,maj,none,"[(4, 1), (6, 3), (6, 3), (6, 3), (4, 1), (-1, -1)]"
612,C#,maj,none,"[(1, 2), (2, 3), (1, 1), (-1, -1), (-1, -1), (-1, -1)]"
613,C#,maj,none,"[(-1, -1), (6, 1), (6, 1), (6, 1), (8, 3), (-1, -1)]"
614,C#,maj,none,"[(4, 4), (2, 2), (1, 1), (3, 3), (-1, -1), (-1, -1)]"
